imdbId,directors,letterboxdAverageScore,letterboxdNumVotes
tt5452964,Anna Muylaert,3.33,5448
tt5456546,David Dhawan,1.91,4600
tt5460880,Andrew Fleming,3.22,8079
tt5462602,Michael Showalter,3.76,235913
tt5463162,David Leitch,3.48,1308691
tt5464234,Tim Smit,2.22,1579
tt5466186,José Padilha,2.86,7537
tt5470222,Keoni Waxman,2.11,904
tt5471480,Benjamin Ree,3.47,2606
tt5472374,Akshay Roy,3.18,4079
tt5472896,Mickey Keating,2.51,1258
tt5474036,Anurag Kashyap,3.36,4281
tt5474522,Johnny Ma,3.52,904
tt5493944,"Chris Bouchard,Blake Harris",1.88,6490
tt5501104,Ali Abbasi,3.57,59808
tt5502766,Anshai Lal,3.04,1196
tt5503686,Lorene Scafaria,3.3,274554
tt5503688,Scott Waugh,2.59,2624
tt5507860,"Michael Fiore,Erik Sharkey",3.53,933
tt5516404,Jack C. Newell,2.56,561
tt5519340,David Ayer,2.29,149156
tt5519566,Andrew Rossi,3.47,4253
tt5523010,"Lasse Hallström,Joe Johnston",2.47,56901
tt5525310,Sonia Kennebeck,3.45,403
tt5533370,Bobby Moresco,2.35,12058
tt5534434,Adam Green,2.67,12083
tt5535814,Tony Stone,3.65,1061
tt5536610,Tamara Jenkins,3.78,39553
tt5537228,Catalina Aguilar Mastretta,2.92,2998
tt5540188,Tarik Saleh,3.48,6813
tt5556054,Andy de Emmony,2.24,1255
tt5557976,Craig Atkinson,3.57,817
tt5563334,Bill Condon,3.08,36322
tt5574372,Chris Prynoski,2.68,1339
tt5577494,Chinonye Chukwu,3.49,8121
tt5580266,George Tillman Jr.,3.7,112629
tt5580390,Guillermo del Toro,3.67,846559
tt5580536,Steven C. Miller,1.93,2184
tt5591666,Mike P. Nelson,2.86,5945
tt5592248,Sofia Coppola,3.34,154269
tt5595168,Takeshi Nozue,3.0,11402
tt5596352,Yang Qing,3.27,706
tt5598102,"Agnès Varda,JR",4.14,42108
tt5598206,Robert Kenner,3.49,713
tt5606664,Mike Flanagan,3.36,389078
tt5607096,Jesse Peretz,3.26,29671
tt5610554,Jason Reitman,3.59,86080
tt5613484,Jonah Hill,3.79,586953
tt5613834,"Raj Nidimoru,Krishna D.K.",2.82,2819
tt5616176,Lance Hool,2.24,16902
tt5616294,Simon Kaijser,2.68,3745
tt5618690,Marilyn Agrelo,3.9,6123
tt5619332,Ben Falcone,2.57,35578
tt5622412,Pasha Patriki,2.29,1977
tt5624466,Ivan Kavanagh,2.93,8033
tt5628902,"Jen Soska,Sylvia Soska",2.61,9837
tt5629084,Daniel Ferguson,3.48,435
tt5634960,Del Shores,3.19,288
tt5635086,Francis Lee,3.98,107794
tt5636668,Leste Chen,3.22,572
tt5639446,Bill Oliver,2.88,3707
tt5639650,Raymond Yip Wai-Man,3.11,222
tt5639898,Theresa Bennett,2.65,1388
tt5644050,"Dana Nachman,Don Hardy Jr.",3.61,2375
tt5646136,"Dinesh D'Souza,Bruce Schooley",1.71,1343
tt5649144,Sean Baker,4.1,745677
tt5651458,Aaron B. Koontz,2.88,377
tt5653514,Chris Baugh,3.3,6226
tt5655222,Brett Haley,3.23,4978
tt5657280,David L.G. Hughes,2.75,226
tt5657856,S. Craig Zahler,3.71,77128
tt5662932,Anurag Kashyap,3.54,8073
tt5663298,"Jason Cortlund,Julia Halperin",3.27,470
tt5664636,Ari Sandel,2.27,40033
tt5665256,Bob Byington,3.1,1875
tt5666304,Jeff Baena,3.08,60424
tt5669936,Mauro Borrelli,1.85,1743
tt5670152,Deon Taylor,2.47,4413
tt5685006,"Tommy Wiklund,Sonny Laguna",2.77,7755
tt5686062,Shana Feste,3.03,1860
tt5688932,Boots Riley,3.73,441579
tt5690360,Sylvain White,1.2,99685
tt5691024,Raja Gosnell,1.76,4339
tt5692390,Scott Speer,2.19,10900
tt5697572,Tom Hooper,1.26,153762
tt5699928,Franck Khalfoun,2.19,1315
tt5700672,Yeon Sang-ho,3.97,799093
tt5702446,Harold Cronk,2.82,347
tt5709188,Oliver Daly,2.24,6052
tt5710688,Jason Wise,3.56,342
tt5711148,Paul McGuigan,3.33,8442
tt5713232,Nishikant Kamat,3.46,2142
tt5713994,Amy Adrion,3.61,738
tt5714470,Brenda Chapman,2.35,3771
tt5715066,André Øvredal,2.72,4366
tt5715874,Yorgos Lanthimos,3.72,654638
tt5716464,Andy Serkis,3.42,18826
tt5716848,Scott Zabielski,2.4,1035
tt5717194,York Alec Shackleton,1.83,1241
tt5718046,Steve Clark,3.02,294
tt5719700,Hallie Meyers-Shyer,2.67,34452
tt5719748,Hans Petter Moland,2.79,44771
tt5721088,Ron Shelton,2.02,2634
tt5723272,Fatih Akin,3.59,27251
tt5726086,Adam Robitel,2.47,115462
tt5727208,"Benny Safdie,Josh Safdie",3.95,1246908
tt5731132,Kenji Kamiyama,3.02,2272
tt5734576,Diederik Van Rooijen,2.07,40336
tt5737536,"James Franco,Bruce Thierry Cheung",1.7,2382
tt5737862,Gillian Robespierre,3.44,9806
tt5740866,Kevin Macdonald,3.65,9633
tt5742874,Ram Gopal Varma,2.88,460
tt5748448,Joe Carnahan,3.02,31579
tt5758404,Amanda Lipitz,3.7,1383
tt5758778,Rawson Marshall Thurber,2.29,122363
tt5758802,Ryan Eggold,2.3,2075
tt5765144,Pat Collins,3.52,630
tt5770620,Azazel Jacobs,3.16,5433
tt5774062,Brian Duffield,3.24,45363
tt5774450,"François Simard,Anouk Whissell,Yoann-Karl Whissell",3.2,73283
tt5775220,Sunhil Sippy,2.89,378
tt5776208,Takanori Tsujimoto,3.06,17494
tt5788136,"James Franco,Pamela Romanowsky",2.2,1278
tt5802404,Nathan Silver,3.29,1245
tt5804314,Kevin Sorbo,2.3,650
tt5805752,Dave McCary,3.82,44921
tt5814060,Corin Hardy,2.2,398247
tt5814534,"Nick Bruno,Troy Quane",2.98,82268
tt5815492,Ferenc Török,3.58,2260
tt5816374,Zoe Lister-Jones,3.42,7023
tt5816682,Stephen Frears,3.1,21245
tt5818818,Petra Biondina Volpe,3.57,2570
tt5822564,Andrea Berloff,2.54,21926
tt5825380,Woody Allen,2.93,26509
tt5827916,Terrence Malick,4.04,60774
tt5829040,Alethea Jones,2.56,6474
tt5834262,Drew Pearce,2.79,47025
tt5834426,Roland Emmerich,1.93,126668
tt5834760,Assaf Bernstein,2.43,25581
tt5834854,Michael Goi,1.88,4069
tt5836706,Til Schweiger,2.79,945
tt5836866,"Jairus McLeary,Gethin Aldous",4.08,3813
tt5841344,Harvey Lowry,2.62,395
tt5843780,Wes Miller,2.57,616
tt5844196,Amy Scott,3.63,2096
tt5847286,Herman Yau,3.13,2241
tt5848272,"Phil Johnston,Rich Moore",2.9,497288
tt5851014,Jesse V. Johnson,2.76,2254
tt5859238,John Carroll Lynch,3.85,38619
tt5862166,"George Gallo,Francesco Cinquemani",1.9,4492
tt5865326,Steven Soderbergh,2.72,53343
tt5866930,Stephen Fung,2.77,1021
tt5867314,David Prior,3.14,104188
tt5873150,Yance Ford,3.46,5599
tt5873672,Steven R. Monroe,2.63,312
tt5874116,Tina Krause,3.24,992
tt5875666,Barbara Kopple,3.32,309
tt5881528,"David Zellner,Nathan Zellner",3.0,10048
tt5882970,Kabir Khan,2.32,4252
tt5884004,A.J. Eaton,3.68,1657
tt5884230,Mike White,3.21,13364
tt5884234,Steven C. Miller,2.32,3949
tt5884796,Jean-François Richet,2.85,91110
tt5885106,Ross Boyask,2.8,429
tt5886046,Adam Robitel,2.85,242925
tt5896568,Bill Kiely,2.98,709
tt5910280,Kim Seong-hun,3.4,15917
tt5912454,Alexandre Lehmann,3.8,52223
tt5918090,Feng Xiaogang,3.54,2692
tt5926990,Suzi Yoonessi,3.35,474
tt5929750,Miguel Arteta,3.09,10657
tt5929754,Paul Dano,3.61,68841
tt5929776,Fisher Stevens,3.72,16439
tt5932368,George Gallo,1.59,1966
tt5932728,Farhad Safinia,3.36,19190
tt5933560,Colette Burson,2.84,1912
tt5935704,Sanjay Leela Bhansali,3.34,17641
tt5938084,Erik Matti,3.11,5009
tt5941692,Catherine Hardwicke,2.57,10301
tt5946128,Gauri Shinde,3.35,17784
tt5948944,Brian Ivie,3.66,242
tt5952594,Laure de Clermont-Tonnerre,3.53,11569
tt5954088,Deven Bhojani,2.85,802
tt5956100,Ali Abbas Zafar,2.88,8325
tt5959952,David Fairhead,3.55,759
tt5960374,Brady Corbet,3.15,56577
tt5962210,Matt Spicer,3.33,153812
tt5968274,Ariel Vromen,3.13,3336
tt5968394,Rupert Wyatt,2.69,18037
tt5969180,John Asher,2.54,698
tt5969696,Ryoo Seung-wan,3.58,6899
tt5970844,Vijay Krishna Acharya,2.24,3823
tt5971724,"Jon Betz,Taggart Siegel",3.51,272
tt5973626,Rick Morales,3.26,9995
tt5977276,James Kent,2.97,17245
tt5980798,Alain Gomis,3.42,1701
tt5982852,Subhash Kapoor,3.11,5014
tt5989218,Dan Fogelman,2.99,28141
tt5990066,David Chirchirillo,2.56,3721
tt5990474,Kogonada,3.97,114322
tt5994166,Jason Stone,2.78,1196
tt5997666,Imtiaz Ali,2.47,8339
tt6000478,Dan Gilroy,3.13,32500
tt6003368,David Bowers,1.44,47439
tt6010628,Drake Doremus,2.85,6618
tt6010976,Luke Lorentzen,3.85,5251
tt6012244,Matthew Hope,2.65,912
tt6013156,Josh Mendoza,2.71,716
tt6015328,"Wong Jing,Jason Kwan",3.16,1845
tt6016744,Petra Costa,3.74,35509
tt6017942,"Josh Baker,Jonathan Baker",2.69,10400
tt6020800,Anthony Hayes,2.71,10087
tt6027344,"Todd Hughes,P. David Ebersole",3.19,990
tt6032328,Mark Steven Johnson,2.97,1403
tt6032692,Aaron Leong,3.12,300
tt6038042,Jason Mewes,2.66,1282
tt6044910,Dante Lam Chiu-Yin,3.09,1587
tt6046314,Paul Weitz,2.79,2009
tt6049106,Jovanka Vuckovic,2.78,995
tt6053440,Stephen Cone,3.37,19594
tt6054650,Kevan Otto,2.96,203
tt6057032,Justin Chon,3.63,4861
tt6062774,Alejandro Landes,3.7,42058
tt6063050,Tyler Perry,2.54,5316
tt6063090,Casey Affleck,3.56,13806
tt6069264,Marianna Palka,2.82,2321
tt6073760,Paige Tolmach,3.34,664
tt6079516,Adam Randall,3.17,108229
tt6079702,Jordan Canning,3.32,226
tt6079772,Martin Campbell,2.67,23589
tt6081670,Matthew Holness,3.17,57835
tt6082630,Elvira Lind,3.53,685
tt6083388,Gordon Chan,3.52,1183
tt6083648,Tim Hunter,2.28,4799
tt6098544,Nanfu Wang,3.55,647
tt6104206,Kevin Greutert,2.39,2579
tt6105098,Jon Favreau,2.82,486941
tt6107548,Nisha Ganatra,3.04,56818
tt6108090,Advait Chandan,3.39,10114
tt6113488,Jon Gunn,3.14,5120
tt6116682,Nancy Buirski,3.47,476
tt6117702,Sabbir Khan,2.35,1194
tt6118340,"Brian M. Conley,Nathan Ives",2.0,1504
tt6127004,Alice Waddington,2.56,22593
tt6131450,Michael Caton-Jones,2.9,899
tt6131712,Flying Lotus,2.88,5643
tt6133130,Angela Robinson,3.64,32717
tt6133466,Gerard McMurray,2.45,132629
tt6134274,Carl Strathie,2.73,706
tt6139732,Guy Ritchie,2.99,490121
tt6141246,Tom Harper,3.14,26188
tt6143850,Rob W. King,1.99,1961
tt6153336,Jenny Murray,3.77,721
tt6155172,Alfonso Cuarón,4.1,407281
tt6157600,Ringo Lam Ling-Tung,2.91,276
tt6159518,Peter Nicks,3.41,780
tt6160448,Noah Baumbach,2.99,183446
tt6163356,Michael Moore,2.91,1736
tt6164762,Mark O'Rowe,2.58,6948
tt6169694,Reed Morano,2.92,13909
tt6170484,Raman Hui,2.78,1179
tt6170506,Jesper Ganslandt,2.29,1097
tt6170954,Shivam Nair,2.9,1874
tt6173712,Aaron Fjellman,2.9,239
tt6173990,Reema Kagti,3.1,2753
tt6176928,Sabaah Folayan,3.79,1688
tt6182908,Karey Kirkpatrick,2.76,44252
tt6185692,Michael Doneger,2.78,314
tt6189022,Ric Roman Waugh,2.67,61477
tt6193424,Michael Winterbottom,3.55,9031
tt6195442,"Tommy Haines,Andrew Sherburne",3.49,365
tt6196936,Dan Krauss,2.98,8313
tt6198946,Lee Cronin,2.73,33328
tt6204340,Paul Solet,2.65,5438
tt6207096,"Anna Chai,Nari Kye",3.45,348
tt6210160,Margarethe von Trotta,3.36,976
tt6210996,Suzi Ewing,2.37,7924
tt6212478,Bart Layton,3.66,85055
tt6212496,Noël Wells,3.22,9293
tt6212934,Colin Hanks,3.7,795
tt6217664,"Catherine Gund,Daresha Kyi",3.9,3473
tt6217926,Leos Carax,3.38,109857
tt6223974,Emer Reynolds,3.94,2918
tt6224502,Boaz Yakin,2.92,2090
tt6246322,Rodo Sayagues,2.41,100884
tt6246534,R.J. Daniel Hanna,3.29,491
tt6256978,"Don Argott,Sheena M. Joyce",3.13,1624
tt6257174,Desiree Akhavan,3.48,104443
tt6259380,Jeff Chan,2.7,34466
tt6264654,Shawn Levy,3.03,864570
tt6264938,Anurag Singh,3.21,4631
tt6265828,David Lowery,3.77,292401
tt6265988,Omung Kumar,3.01,354
tt6266218,Amman Abbasi,3.47,1272
tt6266538,Adam McKay,3.44,250971
tt6269368,Duncan Skiles,3.17,66755
tt6272828,Anees Bazmee,2.68,1608
tt6284256,Michael Peterson,2.86,1621
tt6285672,Peter Facinelli,2.62,1031
tt6285944,George Nolfi,3.47,21997
tt6288124,Gus Van Sant,3.46,46126
tt6288250,Geremy Jasper,3.46,9317
tt6288694,Isaac Florentine,2.58,4521
tt6294226,Joe Sill,2.89,349
tt6294892,Jonathan Wright,2.54,921
tt6296764,"Jonathan Bogarín,Elan Bogarín",3.45,492
tt6303866,Eliza Hittman,3.22,53414
tt6304046,Joachim Trier,3.69,76875
tt6306064,Baltasar Kormákur,3.15,52757
tt6316466,Rhys Ernst,2.4,1874
tt6316816,Tim Disney,2.96,236
tt6322922,"Jon Shenk,Bonni Cohen",3.31,3235
tt6324278,Jill Culton,3.16,48453
tt6333056,Matthew Heineman,3.78,3029
tt6333058,"Antonio Santini,Dan Sickles",3.67,1499
tt6333066,"Christina Clusiau,Shaul Schwarz",3.54,514
tt6333072,Joe Piscatella,3.59,1609
tt6333074,"Steen Johannessen,Feras Fayyad",3.76,2966
tt6333078,Ramona S. Diaz,3.64,429
tt6333086,Joshua Z Weinstein,3.33,4797
tt6333090,Barak Goodman,3.64,3062
tt6333092,Rory Kennedy,3.5,503
tt6334354,James Gunn,3.48,1097854
tt6334884,Timothy Woodward Jr.,2.61,656
tt6338476,Woody Harrelson,3.19,3863
tt6343314,Steven Caple Jr.,3.53,300479
tt6348138,Chris Butler,3.25,60387
tt6348410,Minhal Baig,3.13,3757
tt6352548,Shreyas Talpade,2.86,336
tt6359956,"Scott Moore,Jon Lucas",2.61,81053
tt6370266,"Pedro Kos,Kief Davidson",3.75,486
tt6371588,Ari Gold,3.03,2007
tt6372694,Sion Sono,2.43,32302
tt6378710,"Robert Olsen,Dan Berk",3.14,59242
tt6379314,John Ridley,3.81,1081
tt6388074,Maryam Keshavarz,3.19,210
tt6390668,Karim Aïnouz,4.07,28656
tt6394270,Jay Roach,3.12,180820
tt6398184,Michael Engler,3.48,47560
tt6399158,Bae Jong,3.24,5154
tt6411590,Yen Tan,3.84,5799
tt6412452,"Joel Coen,Ethan Coen",3.65,327264
tt6412864,Hong Sang-soo,3.77,39382
tt6421110,Babak Najafi,2.3,7993
tt6421118,Jamie Adams,2.74,401
tt6423362,Ry Russo-Young,2.63,21727
tt6428676,Dylan Brown,2.42,11986
tt6439792,Carlos V. Gutierrez,2.79,347
tt6442686,Mauro Borrelli,2.51,944
tt6443294,Ethan Hawke,3.52,6661
tt6443346,Jaume Collet-Serra,2.27,405170
tt6450186,"Jon Erwin,Andrew Erwin",3.18,10248
tt6450804,Tim Miller,2.6,150227
tt6452574,Rajkumar Hirani,3.33,15016
tt6455162,Anees Bazmee,2.46,9466
tt6456222,Mark Pellington,3.0,932
tt6461514,Han Han,3.15,785
tt6466464,Soi Cheang,2.91,790
tt6467266,Garth Jennings,3.25,224526
tt6472976,Justin Baldoni,3.25,289896
tt6475714,Paul W. S. Anderson,1.99,53710
tt6476140,Steven Knight,2.12,43428
tt6484398,Peter Sattler,3.16,376
tt6484982,Amit Masurkar,3.64,6926
tt6485928,Nicole Holofcener,3.01,10528
tt6494344,Andrés Couturier,2.71,348
tt6494358,Chris Perkel,3.44,1290
tt6494418,Matthew Ross,2.0,6282
tt6495094,Clare Niederpruem,2.28,1504
tt6495526,Neil Berkeley,3.68,2029
tt6495770,Tim Kirkby,2.32,12830
tt6498644,Lili Fini Zanuck,3.61,1403
tt6499752,Leigh Whannell,3.65,238731
tt6504868,Megan Griffiths,3.39,405
tt6506264,Tim Fehlbaum,2.67,7421
tt6509058,Christina Choe,3.28,6415
tt6509432,Lana Wilson,3.56,370
tt6510332,"Ian Bonhôte,Peter Ettedgui",3.86,14425
tt6511932,Harmony Korine,3.31,66826
tt6512428,David G. Evans,3.14,243
tt6513656,Steven C. Miller,1.77,17944
tt6515910,Lone Scherfig,2.85,3548
tt6521876,Kevin Smith,2.62,32532
tt6523526,Paolo Pilladi,2.74,252
tt6523720,John Andreas Andersen,2.86,9655
tt6527426,Aanand L. Rai,2.15,7363
tt6535880,"Scott Beck,Bryan Woods",2.88,101694
tt6539992,Nick Sarkisov,3.12,1480
tt6543652,Paweł Pawlikowski,4.04,151056
tt6544220,David Guy Levy,2.37,7032
tt6547170,Brian A. Miller,1.84,2282
tt6556576,Chris von Hoffmann,2.65,4814
tt6559390,Xavier Giannoli,3.25,1430
tt6571548,Ramin Bahrani,3.46,66436
tt6573444,Ai Weiwei,3.69,3383
tt6574272,Justin Barber,2.87,8052
tt6580564,Umesh Shukla,3.21,2037
tt6587640,Walt Dohrn,2.78,87981
tt6588966,Siddharth P. Malhotra,3.48,6661
tt6589464,Na Hyun,3.12,1515
tt6593240,Jean-Paul Civeyrac,3.49,1333
tt6598072,Jenn Wexler,2.67,5696
tt6598626,Pat Healy,3.04,5516
tt6612946,Seth Green,2.87,2168
tt6627466,Tristan Ferland Milewski,2.76,1410
tt6628394,Drew Goddard,3.46,233375
tt6628790,Daniel Kaufman,3.07,412
tt6633182,Kimberly Reed,3.45,778
tt6634646,RaMell Ross,3.6,8451
tt6641528,Nijla Mu'min,3.17,701
tt6643972,Jesse V. Johnson,2.77,10223
tt6644200,John Krasinski,3.65,1520482
tt6652708,Michael Mason,2.01,3640
tt6654316,Feng Xiaogang,3.49,2645
tt6659936,Robi Michael,2.84,925
tt6662736,Elizabeth Chomko,3.38,3313
tt6663582,Susanna Fogel,2.77,80541
tt6664700,Anthony DiBlasi,2.29,1923
tt6673612,Stephen Gaghan,2.08,98032
tt6676028,Sam Boyd,2.81,6069
tt6684714,Brett Donowho,2.22,2947
tt6688022,"Hannah Marks,Joey Power",3.22,8825
tt6690310,"Alan Mak Siu-Fai,Anthony Pun Yiu-Ming",3.26,357
tt6692354,Abhay Chopra,3.31,5841
tt6692776,Lindsay Mackay,3.37,581
tt6705860,Kent Jones,3.5,3284
tt6710474,"Daniel Scheinert,Daniel Kwan",4.28,2939777
tt6710658,"Pacho Velez,Sierra Pettengill",3.31,1096
tt6714534,"Daniel DiMauro,Dylan Bank,Morgan Pehme",3.52,9317
tt6716912,Chris Helton,2.71,236
tt6723592,Christopher Nolan,3.41,1255689
tt6729000,Sebastián Silva,3.22,2932
tt6742252,Gustav Möller,3.91,68531
tt6747818,Tommy Stovall,2.39,2341
tt6749318,"Jodi Scurfield,John Luessenhop",1.79,1604
tt6751668,Bong Joon Ho,4.55,3641485
tt6752848,Alexandra Dean,3.68,5872
tt6772802,Ron Howard,2.71,71785
tt6772874,Derek Hui Wang-Yu,3.29,2224
tt6774212,Neeraj Pandey,2.71,1246
tt6774786,Luke Sparke,2.1,1622
tt6777338,Jung Byung-gil,3.38,27457
tt6781498,Alex Gibney,3.53,476
tt6781982,Malcolm D. Lee,2.29,45480
tt6791096,"Abby Kohn,Marc Silverstein",2.41,68152
tt6793280,Aislinn Clarke,2.8,6398
tt6794376,Antonino D'Ambrosio,3.39,322
tt6794380,Erik Nelson,3.13,1464
tt6794424,"T.J. Martin,Daniel Lindsay",4.16,14900
tt6802308,Clint Eastwood,2.21,26242
tt6803212,Jacob Aaron Estes,3.01,9840
tt6805938,Howard J. Ford,2.07,7210
tt6806448,David Leitch,2.68,245386
tt6811018,Joe Cornish,2.89,27578
tt6814080,Yuen Woo-Ping,2.85,591
tt6815320,Michael Almereyda,3.41,381
tt6820128,Ken Mok,2.9,287
tt6821198,Sonja O'Hara,2.26,761
tt6823148,Paul Verhoeven,3.44,95792
tt6823368,M. Night Shyamalan,2.92,433922
tt6829180,George Ratliff,2.23,5197
tt6836936,Sujeeth,2.37,7333
tt6841122,Jessica Swale,3.87,26974
tt6842126,Michael Tully,2.7,1726
tt6842770,John Patrick Shanley,2.31,15086
tt6843504,Giga Liklikadze,3.58,330
tt6843812,Ahmed Khan,2.21,3083
tt6850820,Pierre Morel,2.66,30534
tt6851966,Faraday Okoro,3.21,484
tt6852526,Austin Stark,2.81,1923
tt6852672,Justine Bateman,3.33,2266
tt6852872,Sebastian Gutierrez,2.87,6039
tt6856242,Matthew Vaughn,2.79,291599
tt6857112,Jordan Peele,3.66,1632849
tt6857166,Bill Holderman,2.84,32787
tt6859352,Andrew Bujalski,3.55,31638
tt6869538,Tsui Hark,3.27,2633
tt6874762,James Ashcroft,3.06,18711
tt6875952,Benjamin Millepied,3.03,10263
tt6878038,Jang Hoon,4.18,76470
tt6878306,Paul Greengrass,3.22,78267
tt6878882,Dante Lam Chiu-Yin,3.06,2714
tt6882604,Gavin Rothery,3.1,11667
tt6884200,Silas Howard,2.93,3311
tt6890618,Park Noo-ri,3.0,1634
tt6893836,Morgan Neville,3.69,13040
tt6895284,Micah Gallo,2.3,2455
tt6900448,Mamoru Hosoda,3.6,48258
tt6902332,Robert Lorenz,2.5,22105
tt6903440,Kangana Ranaut,2.91,1715
tt6904272,Lee Jong-suk,3.17,4701
tt6910282,Mia Hansen-Løve,3.6,46122
tt6911608,Ol Parker,3.44,502012
tt6920084,Johannes Roberts,2.07,80807
tt6920356,Joanna Hogg,3.48,56607
tt6921996,David Kerr,2.8,77092
tt6923740,Polly Draper,3.2,2222
tt6924650,Roland Emmerich,2.86,59547
tt6927152,Kim Sung-hoon,3.03,4613
tt6927880,John Hyams,3.37,410
tt6931414,Kim Kwang-sik,3.28,3309
tt6931658,Lee Jung-jae,3.21,9766
tt6932874,Tom McGrath,2.39,49528
tt6933454,Marc Turtletaub,3.3,6148
tt6937878,Andrés Kaiser,3.23,545
tt6938828,Julian Schnabel,3.75,131908
tt6951892,Bruce Macdonald,2.15,1305
tt6957966,Donald Petrie,2.3,51107
tt6958014,Miguel Arteta,2.6,21941
tt6964076,Ron Howard,3.58,2762
tt6966692,Peter Farrelly,3.78,759984
tt6977338,Gene Stupnitsky,3.13,192399
tt6985448,Nosipho Dumisa,3.35,406
tt6987770,Victor Levin,2.64,33582
tt6988116,Abhishek Varman,2.86,7222
tt6998518,Panos Cosmatos,3.61,252558
tt7008872,Joel Edgerton,3.31,94348
tt7014006,Bo Burnham,3.77,402947
tt7014378,Patrick Imbert,4.03,39495
tt7014694,"Thomas Matthews,Michael Kerry Matthews",3.23,428
tt7019942,Thiagarajan Kumararaja,4.01,17258
tt7026672,Michael Sucsy,2.84,41893
tt7040874,Paul Feig,3.17,323737
tt7043012,Dan Gilroy,2.42,151580
tt7046974,Kang Hyung-chul,4.02,12337
tt7050946,Michael Polish,2.6,1096
tt7052494,Karzan Kader,2.3,997
tt7058080,Kim Farrant,3.01,3958
tt7066546,Brian Presley,2.98,268
tt7069210,Michael Chaves,2.76,429602
tt7073710,Colin Minihan,2.89,17015
tt7074886,Jason Reitman,3.02,11839
tt7075594,Ann Hui,3.31,1166
tt7078658,Chris Morris,3.15,7132
tt7083526,Roxann Dawson,2.67,10286
tt7089878,Naoko Yamada,3.99,16696
tt7095476,Ben Cookson,2.98,872
tt7095654,Lee Hae-young,3.33,6835
tt7097896,Andy Serkis,2.5,630347
tt7099280,John Ridley,2.58,1378
tt7126948,Patty Jenkins,2.08,485952
tt7134096,Reed Morano,2.42,15101
tt7137380,Karyn Kusama,3.12,30062
tt7137846,James McTeigue,2.44,13314
tt7146812,Dan Scanlon,3.37,500267
tt7147540,Sharat Katariya,3.16,3694
tt7149730,Robin Pront,2.8,21768
tt7153434,"Cristina Costantini,Darren Foster",3.75,1394
tt7153766,Steven Soderbergh,3.27,77279
tt7156436,Kim Byung-woo,2.77,1237
tt7158430,Brett Haley,3.46,28360
tt7160070,Kim Yong-hwa,3.5,23639
tt7160176,Hwang Dong-hyuk,3.58,3793
tt7179594,Ben Hickernell,2.9,361
tt7184124,Jordana Spiro,3.51,1409
tt7193362,Matt Tyrnauer,3.38,1608
tt7207238,Brett Morgen,3.95,8934
tt7208564,Owen Egerton,2.59,10295
tt7212726,Rohit Shetty,2.54,5757
tt7218518,R. Balki,3.51,10514
tt7230750,Todd Haynes,3.9,30156
tt7232438,Sophon Sakdaphisit,2.97,1773
tt7233726,Choi Kook-hee,3.19,1712
tt7241654,Timothy Woodward Jr.,2.84,323
tt7242142,Carlos López Estrada,4.09,73317
tt7243686,Jang Chang-won,3.06,2422
tt7248248,Roger Avary,2.51,2374
tt7255568,Punit Malhotra,1.67,4275
tt7267498,Patricia Harris Seeley,2.01,1162
tt7280898,Paul Greengrass,3.22,37910
tt7281538,Adam Dick,3.07,918
tt7282468,Lee Chang-dong,4.05,264258
tt7283064,Surender Reddy,2.99,2615
tt7284204,Becca Gleason,2.44,7365
tt7286456,Todd Phillips,3.84,3388399
tt7288408,Benjamin McPherson,2.35,1158
tt7288562,PJ Raval,3.57,512
tt7290740,Philippe Grandrieux,3.5,340
tt7295450,Maria Pulera,2.12,5170
tt7302054,Steve Barron,2.78,439
tt7313348,"Britt Poulton,Dan Madison Savage",3.0,5100
tt7316358,Matthew Brown,3.1,867
tt7319064,Elliot Feld,2.71,399
tt7319486,Michael B. Chait,2.84,218
tt7319822,Jeffrey G. Hunt,2.37,2847
tt7322224,Ruben Östlund,3.69,727695
tt7326608,"Celyn Jones,Tom Stern",2.95,416
tt7329656,Johannes Roberts,2.14,62269
tt7334528,Charles Stone III,2.67,21761
tt7335600,Kenji Tanigaki,2.76,1884
tt7339248,Riley Stearns,3.56,82627
tt7339792,Harold Cronk,2.65,1412
tt7339862,Scooter Corkle,1.64,2907
tt7349662,Spike Lee,3.95,899975
tt7355708,Eugene Kotlyarenko,3.07,4054
tt7358154,Phillip Michael Youmans,3.08,1863
tt7365604,Ken Marino,2.77,4886
tt7369550,Drew Mylrea,2.78,205
tt7370952,Alex Ranarivelo,3.03,429
tt7374948,Nahnatchka Khan,3.06,147653
tt7375578,Zach Golden,3.0,209
tt7388562,Andrew Hyatt,3.23,3238
tt7390646,Deon Taylor,2.85,12150
tt7394816,Nick Powell,2.18,9398
tt7400998,Guy Moshe,2.79,652
tt7401588,Sean Anders,3.42,183448
tt7420342,Malik Bader,2.54,1920
tt7430722,Siddharth Anand,3.01,12932
tt7431594,Remo D'Souza,1.56,3760
tt7432980,Matt Riddlehoover,3.46,694
tt7434324,Kevin McMullin,3.17,5568
tt7435110,Danny Clinch,3.78,640
tt7439748,Rachel Hirons,2.7,2530
tt7440124,Will Klipstine,2.29,870
tt7440124,Will Klipstine,2.29,870
tt7440432,"Rashida Jones,Alan Hicks",3.78,9811
tt7456310,Luc Besson,2.89,85250
tt7456312,Dee Rees,1.91,11647
tt7461200,Ike Barinholtz,2.94,6250
tt7461272,Phyllis Nagy,3.33,9756
