imdbId,directors,letterboxdAverageScore,letterboxdNumVotes
tt0318283,Rob Reiner,2.54,3620
tt0318374,Wayne Kramer,3.39,10876
tt0318462,Walter Salles,3.9,59014
tt0318523,Adrián Caetano,3.61,4017
tt0318627,Alexander Witt,2.61,111794
tt0318649,Breck Eisner,2.75,35106
tt0318761,Mike Mills,3.29,11232
tt0318974,John Lee Hancock,2.85,7278
tt0319262,Roland Emmerich,2.96,314912
tt0319343,Jon Favreau,3.46,760461
tt0319524,Clare Kilner,2.73,4467
tt0319531,Mike Hodges,3.1,2513
tt0319829,Larry Charles,2.91,2302
tt0320244,"Fenton Bailey,Randy Barbato",3.44,24632
tt0320661,Ridley Scott,3.62,171109
tt0320691,Len Wiseman,3.11,105319
tt0321442,Steve Anderson,3.03,942
tt0322259,John Singleton,3.04,358026
tt0322330,Mark Waters,3.46,538979
tt0322589,Bille Woodruff,3.08,34529
tt0322659,Michael Polish,3.33,1229
tt0322802,Jeff Tremaine,3.38,148137
tt0323033,Peter Howitt,2.76,9397
tt0323298,Roger Michell,3.29,1363
tt0323465,Marcus Adams,2.81,424
tt0323572,Linda Mendoza,2.84,1269
tt0323633,Bob Odenkirk,3.35,3613
tt0323642,Francis Glebas,3.33,20325
tt0323872,Bent Hamer,3.61,2527
tt0323944,Billy Ray,3.45,34225
tt0324127,E. Elias Merhige,2.65,5601
tt0324133,François Ozon,3.46,29609
tt0324216,Marcus Nispel,3.0,112485
tt0324554,Paul McGuigan,3.14,12678
tt0325030,Valeria Bruni Tedeschi,3.26,284
tt0325055,Christine Jeffs,2.99,6900
tt0325123,Stephen Fry,3.17,8092
tt0325258,Sam Weisman,2.51,8917
tt0325537,Chris Rock,2.82,8825
tt0325710,Edward Zwick,3.71,220169
tt0325805,Ridley Scott,3.6,58788
tt0325980,Gore Verbinski,3.95,1207990
tt0326036,Gilles Marchand,3.23,313
tt0326208,Bronwen Hughes,3.38,1707
tt0326306,Eugene Jarecki,3.49,709
tt0326769,Reggie Rock Bythewood,2.5,3714
tt0326856,Barry Levinson,2.4,14653
tt0326905,John Dahl,3.04,3037
tt0326977,Gabriele Salvatores,3.66,7203
tt0327036,"Martin Lawrence,David Raynr",3.23,460
tt0327056,Clint Eastwood,3.84,328837
tt0327084,"Karey Kirkpatrick,Tim Johnson",3.28,310372
tt0327137,Tim McCanlies,3.55,26331
tt0327162,Frank Oz,2.93,71422
tt0327247,Howard Deutch,2.5,12805
tt0327554,Pitof,1.54,103346
tt0327597,Henry Selick,4.18,1738726
tt0327643,John Asher,1.96,1442
tt0327679,Tommy O'Haver,3.42,212910
tt0327850,Peter Berg,2.95,45896
tt0328077,Robert Parigi,3.22,1495
tt0328099,John Whitesell,2.57,13044
tt0328107,Tony Scott,3.7,158114
tt0328538,Catherine Hardwicke,3.49,389064
tt0328589,Audrey Wells,3.34,61385
tt0328828,Jesse Dylan,2.74,103608
tt0328880,"Aaron Blaise,Robert Walker",3.72,334139
tt0328962,Christian Charles,3.51,5187
tt0329028,Troy Miller,1.71,26641
tt0329101,Ronny Yu,2.71,153699
tt0329575,Gary Ross,3.32,27758
tt0329691,Joseph Kahn,2.46,9932
tt0329717,Ron Shelton,2.41,12624
tt0329767,Lone Scherfig,3.28,1948
tt0330099,Vincent Gallo,3.21,25057
tt0330136,Adam Thomas Anderegg,3.16,293
tt0330373,Mike Newell,3.84,1508596
tt0330602,Émile Gaudreault,3.1,1573
tt0330702,Sergio Castellitto,3.36,1906
tt0330793,Jonathan Hensleigh,2.91,80072
tt0331338,Richard Jobson,3.37,298
tt0331468,Mike Figgis,2.42,9142
tt0331632,Raja Gosnell,3.19,239635
tt0331933,Stephen Herek,2.54,8668
tt0331952,Pieter Jan Brugge,2.86,2454
tt0332047,"Bobby Farrelly,Peter Farrelly",2.9,38300
tt0332280,Nick Cassavetes,3.81,1311488
tt0332285,Campbell Scott,3.44,480
tt0332375,Brian Dannelly,3.44,49893
tt0332452,Wolfgang Petersen,3.38,328238
tt0332831,Tian Zhuangzhuang,3.5,560
tt0333074,Cláudio Assis,3.68,9314
tt0333645,Alireza Raisian,3.25,207
tt0333764,Yee Chih-yen,3.81,8518
tt0333766,Zach Braff,3.44,132022
tt0333780,Charles Herman-Wurmfeld,2.77,132895
tt0335013,Robert Altman,3.28,3332
tt0335121,Nick Hamm,2.22,5523
tt0335245,"Ethan Coen,Joel Coen",2.9,53472
tt0335266,Sofia Coppola,3.79,1046625
tt0335345,Mel Gibson,3.41,123079
tt0335438,Todd Phillips,2.88,83307
tt0335563,James Cox,3.1,5796
tt0336264,Julie Bertuccelli,3.63,477
tt0337563,Gary Winick,3.61,952944
tt0337579,Kevin Rodney Sullivan,2.85,7530
tt0337592,Troy Byer,3.01,12144
tt0337692,Walter Salles,2.87,25482
tt0337711,"John Eng,Norton Virgien",2.94,15595
tt0337741,Nancy Meyers,3.22,81401
tt0337876,Jonathan Glazer,3.7,68201
tt0337917,Bart Freundlich,2.73,9481
tt0337921,David R. Ellis,2.94,34347
tt0337930,Hugo Rodríguez,3.18,1882
tt0337978,Len Wiseman,2.92,119128
tt0338013,Michel Gondry,4.25,2285021
tt0338077,Casey La Scala,2.99,7911
tt0338094,Rob Minkoff,2.76,92777
tt0338096,Guy Ferland,2.94,14818
tt0338097,John Duigan,3.14,2117
tt0338135,Denys Arcand,3.67,10015
tt0338188,Ron Howard,3.14,12466
tt0338216,Curtis Hanson,2.76,3179
tt0338309,Mikael Håfström,3.76,13258
tt0338325,Paul Abascal,2.47,2596
tt0338337,John Woo,2.76,30407
tt0338348,Robert Zemeckis,3.27,597727
tt0338427,Anand Tucker,3.0,8577
tt0338459,Robert Rodriguez,2.47,151732
tt0338466,"Bobby Farrelly,Peter Farrelly",2.65,20734
tt0338512,Jean-Jacques Annaud,3.33,9085
tt0338526,Stephen Sommers,2.77,182656
tt0338751,Martin Scorsese,3.74,262206
tt0338977,Abdellatif Kechiche,3.61,3379
tt0339034,Robert Iscove,1.76,3889
tt0339071,Richard Day,3.36,999
tt0339147,Robert Harmon,2.83,1859
tt0339357,Jacques Rivette,3.96,1680
tt0339412,Charles Stone III,2.72,7163
tt0339419,Michael Burke,3.23,2293
tt0339642,Katrina Holden Bronson,2.96,522
tt0339840,"Michael Spierig,Peter Spierig",2.67,4071
tt0340012,István Szabó,3.34,2557
tt0340163,Florent-Emilio Siri,3.02,19045
tt0340376,Norman Jewison,3.12,851
tt0340377,Tom McCarthy,3.82,30773
tt0342167,Todd Graff,2.95,3168
tt0342172,Andrew Jarecki,3.64,18119
tt0342258,Louis Leterrier,3.26,28628
tt0342272,Thomas Vinterberg,3.29,3184
tt0342275,"Ted Demme,Richard LaGravenese",3.71,2008
tt0342492,Anders Thomas Jensen,3.62,14087
tt0342804,Jonathan Karsh,3.64,358
tt0343121,Lauren Lazin,3.76,2236
tt0343135,John Hamburg,2.83,107858
tt0343168,"Sam Green,Bill Siegel",3.63,2144
tt0343660,Peter Segal,3.3,524414
tt0343737,Robert De Niro,3.16,28152
tt0343818,Alex Proyas,3.16,316860
tt0343996,Andy García,3.12,976
tt0344510,Jean-Pierre Jeunet,3.71,25280
tt0344766,Royston Tan,3.59,597
tt0345061,Michael Winterbottom,3.12,5022
tt0345074,Michael Lembeck,3.23,2877
tt0345950,Stephen Hillenburg,3.9,422153
tt0346156,Kerry Conran,2.8,27989
tt0346336,Marco Tullio Giordana,4.3,13628
tt0346491,Oliver Stone,2.73,49327
tt0346800,Guy Maddin,3.69,2070
tt0347048,Fatih Akin,4.04,42304
tt0347105,Pjer Žalica,3.56,411
tt0347131,Martín Rejtman,3.61,6315
tt0347167,Anil Sharma,2.97,506
tt0347246,Mamoru Oshii,3.84,32976
tt0347332,Rajkumar Santoshi,3.34,1813
tt0347457,Björn Runge,3.53,285
tt0348150,Bryan Singer,2.63,129412
tt0348505,David Mackenzie,2.94,1003
tt0348529,Catherine Breillat,3.05,8486
tt0348593,Tod Williams,3.27,3230
tt0348836,Mathieu Kassovitz,2.7,54964
tt0348853,Anne Fontaine,3.12,1584
tt0349169,Daniel Taplitz,2.88,1167
tt0349205,Shawn Levy,3.08,155100
tt0349416,Michael Clancy,2.94,2114
tt0349467,Joe Roth,2.52,3406
tt0349683,Antoine Fuqua,2.82,46033
tt0349710,Jay Russell,3.02,11374
tt0349825,Gavin O'Connor,3.72,54848
tt0349903,Steven Soderbergh,3.32,364607
tt0350002,Susan Dynner,3.34,612
tt0350028,Garry Marshall,3.08,12745
tt0350193,Icíar Bollaín,3.72,6820
tt0350258,Taylor Hackford,3.75,73543
tt0350261,Lasse Hallström,3.15,6620
tt0350774,Matthew Leutwyler,2.95,2010
tt0351977,Kevin Bray,2.77,28879
tt0352248,Ron Howard,3.79,69236
tt0352277,Irwin Winkler,3.13,2938
tt0352332,Robert Lepage,3.55,480
tt0352343,Ferzan Özpetek,3.42,3799
tt0353324,Lance Mungia,1.67,4816
tt0353969,Bong Joon Ho,4.42,562338
tt0354243,Sun Zhou,3.33,398
tt0354575,"Jørgen Leth,Lars von Trier",3.72,12220
tt0354595,David Anspaugh,3.13,691
tt0354668,Jang Joon-hwan,3.69,10668
tt0354766,Ernest R. Dickerson,2.87,1497
tt0354899,Michel Gondry,3.65,38702
tt0355295,Terry Gilliam,2.73,60015
tt0355702,Catherine Hardwicke,3.65,43633
tt0355954,Mick Garris,2.57,4170
tt0356159,Paul Etheredge,3.03,3118
tt0356443,Mary McGuckian,2.9,468
tt0356470,Mark Rosman,3.27,269962
tt0356618,Joseph Ruben,2.58,18571
tt0356634,Peter Hewitt,2.5,181705
tt0356680,Thomas Bezucha,3.09,99314
tt0356721,David O. Russell,3.36,35927
tt0356910,Doug Liman,3.25,770983
tt0357054,Jeff Nathanson,3.01,854
tt0357110,Rebecca Miller,2.92,6024
tt0357277,Rob Bowman,1.62,62777
tt0357283,Sabiha Sumar,3.57,460
tt0357413,Adam McKay,3.49,408899
tt0357470,"Kyle Rankin,Efram Potelle",2.85,1186
tt0357507,Stephen Kay,1.95,13880
tt0358082,Chris Wedge,3.3,353386
tt0358135,Peter Chelsom,3.05,21611
tt0358273,James Mangold,3.82,185724
tt0358349,Kevin Allen,2.36,16416
tt0358590,Julián Hernández,3.4,519
tt0359013,David S. Goyer,2.29,99098
tt0359045,Miguel Albaladejo,3.41,554
tt0359423,Michael Mayer,3.24,3918
tt0359517,Christopher Erskin,2.59,4617
tt0359950,Ben Stiller,3.79,519295
tt0360009,David Mamet,3.39,8145
tt0360016,Matthew Cole Weiss,2.89,491
tt0360130,David Gordon Green,3.36,3711
tt0360139,Andy Cadiff,2.9,17417
tt0360201,Richard Loncraine,3.02,40765
tt0360486,Francis Lawrence,3.38,297590
tt0360717,Peter Jackson,3.38,359429
tt0360845,Jean-Luc Godard,3.87,3661
tt0360916,Rick de Oliveira,2.56,564
tt0361089,Gary Chapman,2.45,27361
tt0361127,Nicole Kassell,3.44,13018
tt0361309,John Curran,3.07,2646
tt0361467,Sara Sugarman,3.05,115995
tt0361500,"Marc F. Adler,Jason Maurer",1.89,1390
tt0361596,Michael Moore,3.57,55156
tt0361620,Forest Whitaker,2.67,95444
tt0361668,Takashi Miike,3.67,14997
tt0361693,Don Roos,3.11,2060
tt0361696,Sean McNamara,2.79,17737
tt0361715,Carroll Ballard,3.5,2650
tt0361748,Quentin Tarantino,4.35,2295078
tt0361841,Nick Hurran,2.91,10739
tt0361862,Brad Anderson,3.77,295224
tt0361925,Donald Petrie,2.39,4777
tt0362120,David Zucker,2.28,125439
tt0362129,Wallace Wolodarsky,3.06,356
tt0362165,Lawrence Guterman,1.24,52395
tt0362227,Steven Spielberg,3.62,426746
tt0362269,Bill Condon,3.37,14329
tt0362478,Richard Kelly,2.68,39151
tt0362506,Ray McKinnon,3.37,208
tt0362526,Gregory Jacobs,3.04,2869
tt0363163,Oliver Hirschbiegel,4.11,119044
tt0363249,Aleksandr Sokurov,3.58,1425
tt0363282,Dennie Gordon,2.89,47778
tt0363473,Kevin Spacey,3.09,4170
tt0363510,"Donnacha O'Briain,Kim Bartley",3.97,1579
tt0363532,Patrice Leconte,3.42,1010
tt0363547,Zack Snyder,3.42,184390
tt0363579,Debra Granik,3.47,1139
tt0363589,Gus Van Sant,3.53,173152
tt0363771,Andrew Adamson,3.56,654731
tt0363988,David Koepp,3.03,103540
tt0364045,D.J. Caruso,2.82,46397
tt0364343,Omar Naim,2.98,9101
tt0364725,Rawson Marshall Thurber,3.21,276298
tt0364751,Steven Brill,2.67,35024
tt0364955,Terry Zwigoff,3.15,9797
tt0364961,Niels Mueller,3.39,4410
tt0364970,Mathieu Kassovitz,2.31,17975
tt0365109,"Alastair Fothergill,Andy Byatt",3.56,983
tt0365125,John Waters,3.06,10226
tt0365135,Amanda Micheli,3.54,651
tt0365183,Scott Smith,3.46,229
tt0365190,Cédric Kahn,3.39,689
tt0365513,Michael Davis,2.6,2018
tt0365737,Stephen Gaghan,3.35,31590
tt0365748,Edgar Wright,3.96,909881
tt0365885,Mike Binder,3.2,4712
tt0365907,Scott Frank,3.06,38360
tt0365929,Dominic Sena,2.44,7919
tt0365957,Chris Stokes,2.73,6534
tt0366137,Daniel Burman,3.57,2019
tt0366174,Dwight H. Little,2.27,23399
tt0366287,Paolo Virzì,3.36,2160
tt0366292,Takashi Miike,3.2,22353
tt0366450,John Stephenson,2.75,4236
tt0366532,Jean-François Pouliot,3.49,1945
tt0366548,George Miller,2.99,325361
tt0366551,Danny Leiner,3.36,128279
tt0366627,John Maybury,3.26,27335
tt0366780,Dave McKean,3.41,12120
tt0366996,Guy Maddin,3.76,5605
tt0367027,John Cameron Mitchell,3.53,21442
tt0367085,Jessy Terrero,2.31,15966
tt0367089,Noah Baumbach,3.7,128777
tt0367097,Richard Day,3.39,548
tt0367110,Ashutosh Gowariker,3.88,19536
tt0367479,Brett Ratner,2.8,9852
tt0367594,Tim Burton,3.28,1187506
tt0367652,Mike Bigelow,1.98,23964
tt0367790,Mario Van Peebles,3.56,2609
tt0367859,Jorge Furtado,3.93,29617
tt0367959,Peter Webber,2.53,47065
tt0367960,Steven Ramirez,3.23,378
tt0368008,Jonathan Demme,3.29,48771
tt0368222,John Turturro,3.14,6573
tt0368226,Tommy Wiseau,2.61,219964
tt0368259,Andy Humphries,2.47,759
tt0368264,Hank Rogerson,3.55,244
tt0368447,M. Night Shyamalan,3.33,242671
tt0368578,Brian Levant,2.56,54133
tt0368658,Richard Eyre,3.41,2705
tt0368709,Cameron Crowe,2.95,43200
tt0368794,Todd Haynes,3.69,49046
tt0368891,Jon Turteltaub,3.3,310617
tt0368933,Garry Marshall,3.47,301926
tt0368954,Rithy Panh,3.79,1027
tt0368975,Joe Nussbaum,2.85,45989
tt0369053,Julian Fellowes,3.06,1018
tt0369226,Uwe Boll,1.35,12478
tt0369339,Michael Mann,3.86,358936
tt0369436,Seth Gordon,2.64,98592
tt0369610,Colin Trevorrow,3.07,855347
tt0369672,Shainee Gabel,3.41,5566
tt0370032,Kurt Wimmer,2.01,30983
tt0370263,Paul W. S. Anderson,2.57,168213
tt0370986,Gregg Araki,4.2,323038
tt0371257,Marc Forster,3.48,83183
tt0371606,Mark Dindal,2.81,357018
tt0371724,Garth Jennings,3.36,134548
tt0371746,Jon Favreau,3.72,1563425
tt0372122,Craig Chester,3.05,713
tt0372183,Paul Greengrass,3.61,220648
tt0372237,Kevin Rodney Sullivan,2.68,24690
tt0372532,Clare Kilner,2.99,54735
tt0372588,Trey Parker,3.48,117575
tt0372784,Christopher Nolan,3.81,1398675
tt0372806,Ross McElwee,3.69,715
tt0372873,Shim Hyung-rae,1.81,7385
tt0372884,Q. Allan Brocka,2.47,2299
tt0373051,Eric Brevig,2.71,142615
tt0373283,Ryan Little,3.15,2958
tt0373416,Marcos Siega,2.37,993
tt0373445,"Luke Wilson,Andrew Wilson",2.86,1038
tt0373861,"Byambasuren Davaa,Luigi Falorni",3.77,2061
tt0373883,Rob Zombie,2.75,134766
tt0373889,David Yates,3.67,1363916
tt0373908,John Schultz,2.49,985
tt0373926,Sydney Pollack,2.99,26634
tt0374102,Chris Kentis,2.66,29171
tt0374277,Ian Iqbal Rashid,3.18,1136
tt0374330,He Ping,3.17,555
tt0374536,Nora Ephron,2.49,63098
tt0374639,Zak Penn,3.31,3715
tt0374900,Jared Hess,3.7,458331
tt0375063,Alexander Payne,3.81,141028
tt0375104,Rowdy Herrington,3.17,557
tt0375173,Charles Shyer,2.7,18336
tt0375210,Geoffrey Sax,2.44,15014
tt0375568,David Bowers,2.82,56001
tt0375735,Roger Michell,3.22,4406
tt0375911,Sherry Hormann,3.34,400
tt0376105,Frederik Du Chau,2.39,24386
tt0376136,Bruce Robinson,2.77,26638
tt0376479,Ewan McGregor,2.82,9723
tt0376541,Mike Nichols,3.39,314388
tt0376717,Gary Preisler,2.51,358
tt0376890,John Sayles,3.08,1257
tt0376994,Brett Ratner,2.65,419276
tt0377062,John Moore,2.89,12208
tt0377091,Jacob Aaron Estes,3.61,17034
tt0377092,Mark Waters,3.83,1935122
tt0377107,John Madden,3.07,11774
tt0377109,Hideo Nakata,2.43,60202
tt0377471,F. Gary Gray,2.58,20894
tt0377569,Marco Bellocchio,3.71,3642
tt0377701,David Gleeson,3.3,271
tt0377744,Sergio Arau,2.69,881
tt0377818,Jay Chandrasekhar,2.36,29603
tt0377981,Kelly Asbury,2.82,153944
tt0377992,Philip Saville,3.46,790
tt0378109,John Stockwell,2.63,22976
tt0378194,Quentin Tarantino,4.08,1074942
tt0378284,Andrés Wood,3.8,15615
tt0379225,"Mark Achbar,Jennifer Abbott",3.75,6226
tt0379557,Kevin Macdonald,3.9,15717
tt0379725,Bennett Miller,3.71,83118
tt0379786,Joss Whedon,3.67,73076
tt0379865,George Clooney,2.77,10723
tt0379889,Michael Radford,3.25,12139
tt0380268,Billy Corben,3.68,4307
tt0380277,Lance Rivera,2.49,1091
tt0380485,Shemi Zarhin,3.51,266
tt0380599,Roman Polanski,3.21,21895
tt0380609,Dylan Kidd,2.97,1177
tt0380615,"Joe Fab,Elliot Berlin",3.35,418
tt0380623,Mark Rosman,2.62,25562
tt0381061,Martin Campbell,4.02,653315
tt0381505,Marcos Siega,3.14,4834
tt0381681,Richard Linklater,4.33,599748
tt0381682,Lukas Moodysson,2.89,2606
tt0381707,Keenen Ivory Wayans,3.52,692653
tt0381849,James Mangold,3.76,148986
tt0381971,Matthew O'Callaghan,3.49,57891
tt0382019,"Wilhelm Liebenberg,Federico Sánchez",2.93,273
tt0382077,John Polson,2.88,40175
tt0382621,Sebastián Cordero,3.44,939
tt0382625,Ron Howard,3.14,334316
tt0382628,Walter Salles,2.7,21914
tt0382932,Brad Bird,4.22,2346283
tt0382992,Rob Cohen,2.22,13643
tt0383010,"Bobby Farrelly,Peter Farrelly",2.42,20502
tt0383060,Peter Hewitt,2.1,25364
tt0383216,Shawn Levy,2.85,103601
tt0383222,Uwe Boll,1.62,9578
tt0383534,Chazz Palminteri,2.63,3459
tt0383574,Gore Verbinski,3.68,778792
tt0383694,Mike Leigh,3.93,15322
tt0384286,Jeff Wadlow,2.71,15597
tt0384533,Spike Lee,2.67,4366
tt0384537,Christophe Gans,3.09,204119
tt0384566,Fernando Pérez,3.5,495
tt0384642,Jesse Dylan,2.82,49938
tt0384680,Gore Verbinski,3.24,28679
tt0384686,James Ivory,3.21,1327
tt0384793,Steve Pink,2.92,78104
tt0384806,Andrew Douglas,2.58,63999
tt0384810,Jordan Roberts,3.15,633
tt0384814,Robert Towne,2.73,2200
tt0385002,Lexi Alexander,3.45,70621
tt0385004,Zhang Yimou,3.77,47116
tt0385056,Steve Buscemi,3.3,2321
tt0385726,James Gartner,3.4,17779
tt0385752,Chris Weitz,2.67,123235
tt0385880,Gil Kenan,3.4,470378
tt0385887,Edward Norton,3.2,43211
tt0385890,Philip Zlotorynski,2.67,203
tt0386032,Michael Moore,3.7,21833
tt0386064,Kang Je-kyu,3.8,10379
tt0386117,Spike Jonze,3.51,175882
tt0386140,Martin Campbell,2.84,56567
tt0386588,Andy Tennant,3.06,198848
tt0387059,"Scott McGehee,David Siegel",2.61,1495
tt0387117,Don McKellar,3.19,232
tt0387131,Fernando Meirelles,3.58,46429
tt0387412,"Joe Berlinger,Bruce Sinofsky",3.72,19012
tt0387514,Ben Younger,2.88,11107
tt0387564,James Wan,3.64,787824
tt0387575,Don Mancini,2.62,104317
tt0387808,Mike Judge,2.96,188884
tt0387877,Brian De Palma,2.7,33639
tt0387914,Luis Mandoki,3.84,7197
tt0388125,Curtis Hanson,3.08,26623
tt0388183,Jeffrey W. Byrd,2.66,544
tt0388213,Kevin Bacon,2.96,515
tt0388285,Mark Griffiths,2.9,841
tt0388473,Satoshi Kon,4.23,176564
tt0388482,Louis Leterrier,2.75,65060
tt0388500,Bille Woodruff,3.16,19482
tt0388795,Ang Lee,4.13,974126
tt0388835,Shola Lynch,3.53,402
tt0388838,Olivier Assayas,3.53,3584
tt0388980,Bill Paxton,3.49,14978
tt0389326,Stacy Peralta,3.81,1444
tt0389328,Sebastian Gutierrez,2.35,2440
tt0389722,David Slade,3.12,99617
tt0389790,"Simon J. Smith,Steve Hickner",2.93,506665
tt0389860,Frank Coraci,2.89,459645
tt0390022,Peter Berg,3.57,32954
tt0390123,Jessica Yu,3.64,1852
tt0390221,Joshua Marston,3.65,14559
tt0390384,Shane Carruth,3.6,134942
tt0390418,Bruce LaBruce,3.43,1914
tt0390521,Morgan Spurlock,3.07,99930
tt0391024,Jehane Noujaim,3.73,1666
tt0391198,Takashi Shimizu,2.82,120158
tt0391304,Nigel Cole,3.26,26136
tt0393109,Rian Johnson,3.71,114619
tt0393162,Thomas Carter,3.76,166598
tt0393735,Brian Robbins,1.92,23176
tt0395169,Terry George,3.83,109959
tt0395543,Ira Sachs,3.2,1225
tt0395584,Rob Zombie,3.36,82149
tt0395699,Adam Shankman,2.63,129541
tt0395972,Niki Caro,3.51,11304
tt0396171,Tom Tykwer,3.59,140871
tt0396269,David Dobkin,3.16,237340
tt0396271,James Toback,2.8,766
tt0396555,Stephen J. Anderson,3.54,294681
tt0396592,Joel Zwick,2.35,15331
tt0396652,Tim Fywell,3.15,55000
tt0396818,Matteo Garrone,3.37,3329
tt0397044,Katja von Garnier,2.35,4683
tt0397065,Jaume Collet-Serra,2.9,211888
tt0397078,Donald Petrie,2.87,104557
tt0397101,Iain Softley,3.1,53858
tt0397313,Frank Marshall,3.21,27144
tt0397535,Rob Marshall,3.53,116754
tt0397892,"Chris Williams,Byron Howard",3.12,436871
tt0398017,Mikael Håfström,2.93,13649
tt0398165,Peter Segal,3.05,147613
tt0398286,"Nathan Greno,Byron Howard",3.99,1435927
tt0398712,Jean-François Richet,2.91,18841
tt0398808,Gábor Csupó,3.65,389075
tt0398842,Armand Mastroianni,2.85,503
tt0398872,Robert C. Ramirez,2.88,1672
tt0398971,Eric Hendershot,2.99,439
tt0398982,Matt Mulhern,3.29,312
tt0399095,Marco Kreuzpaintner,3.37,1736
tt0399146,David Cronenberg,3.75,188850
tt0399295,Andrew Niccol,3.59,152899
tt0399327,Les Mayfield,2.48,6698
tt0399738,André Téchiné,3.24,513
tt0400420,Tony Gatlif,3.48,1098
tt0400525,Harold Ramis,3.12,7609
tt0400717,"Jill Culton,Roger Allers",2.88,130334
tt0401085,Jean-Marc Vallée,3.93,20641
tt0401244,Michael Showalter,3.33,2806
tt0401383,Julian Schnabel,4.12,46378
tt0401420,Griffin Dunne,2.95,2280
tt0401445,Ridley Scott,3.12,30328
tt0401488,Jan Hřebejk,3.36,295
tt0401729,Andrew Stanton,2.71,113814
tt0401792,"Robert Rodriguez,Frank Miller",3.69,291453
tt0401815,Jeremy Haft,2.48,8936
tt0401855,Len Wiseman,2.84,57093
tt0401997,Billy Ray,3.37,10697
tt0402141,Davide Ferrario,3.4,385
tt0402230,Danny Leiner,3.1,251
tt0402399,Terrence Malick,3.8,57095
tt0402417,Marcos Bernstein,3.41,507
tt0402743,Ryan Schifrin,2.8,3161
tt0402901,Bruce Hunt,2.3,19223
tt0403217,Gus Van Sant,3.17,26601
tt0403358,Timur Bekmambetov,3.19,14356
tt0403455,Malcolm D. Lee,3.42,5783
tt0403508,Ken Kwapis,3.38,105042
tt0403990,Kiyoshi Kurosawa,3.42,2322
tt0404030,Liev Schreiber,3.67,22010
tt0404032,Scott Derrickson,3.07,100080
tt0404203,Todd Field,3.73,47597
tt0404390,Wayne Kramer,3.39,19561
tt0405159,Clint Eastwood,4.01,328203
tt0405296,Richard Linklater,3.58,86225
tt0405325,Mike Mitchell,3.13,193673
tt0405422,Judd Apatow,3.32,485162
tt0405469,Steve Williams,2.17,48801
tt0405676,Steven Zaillian,2.78,4481
tt0405963,James Szalapski,4.04,2986
tt0406158,Jane Anderson,3.46,2869
tt0406650,Arie Posin,3.21,6236
tt0406759,"Xavier Palud,David Moreau",2.34,20115
tt0407121,Frank Nissen,3.49,25398
tt0407265,Duncan Tucker,3.41,11595
tt0407304,Steven Spielberg,3.31,291845
tt0407621,Fabrice Du Welz,3.14,14168
tt0407732,David Kendall,2.62,1214
tt0407887,Martin Scorsese,4.32,1059368
tt0408236,Tim Burton,3.52,377800
tt0408345,Richard Loncraine,2.63,13500
tt0408524,Richard Linklater,2.89,18712
tt0408790,Robert Schwentke,3.04,70473
tt0408839,"Bobby Farrelly,Peter Farrelly",2.46,35129
tt0408961,Josh Stolberg,3.02,421
tt0408985,Wayne Wang,3.54,59309
tt0409459,Zack Snyder,3.66,466439
tt0409847,Jon Favreau,2.33,119325
tt0410097,Craig Brewer,3.6,17988
tt0410297,Alejandro Agresti,3.19,80256
tt0410377,"Jennifer Flackett,Mark Levin",2.88,23309
tt0410400,Gaby Dellal,3.38,553
tt0410454,Russell Holt,3.16,245
tt0411195,Neil Jordan,3.78,40086
tt0411270,Jacques Audiard,3.73,14908
tt0411475,Larry Bishop,2.25,2890
tt0411477,Guillermo del Toro,3.42,162336
tt0411702,Volker Schlöndorff,3.35,386
tt0412019,Jim Jarmusch,3.64,58946
tt0412080,Roger Donaldson,3.58,13378
tt0412536,Julian Jarrold,3.22,5710
tt0412922,Mark Levin,3.59,30789
tt0413099,Tom Shadyac,2.43,137010
tt0413267,Chris Miller,2.88,583148
tt0413300,Sam Raimi,3.11,1074669
tt0413895,Gary Winick,2.83,88462
tt0414055,Shekhar Kapur,3.29,28547
tt0414387,Joe Wright,4.11,1159892
tt0414426,Carlos Brooks,3.02,592
tt0414931,Johnnie To,3.68,5093
tt0414982,James Wong,3.03,231406
tt0414993,Darren Aronofsky,3.54,124321
tt0415141,Tim Hamilton,2.38,1437
tt0415306,Adam McKay,3.31,211683
tt0415965,Menno Meyjes,3.18,5155
tt0415978,Miranda July,3.67,37913
tt0416185,Rod Lurie,3.11,2060
tt0416212,Gina Prince-Bythewood,3.53,18743
tt0416220,Tetsuya Nakashima,4.14,33068
tt0416236,Mark Waters,3.22,101349
tt0416320,Woody Allen,3.66,130182
tt0416508,Julian Jarrold,3.4,47832
tt0416825,"Deb Ellis,Denis Mueller",3.43,331
tt0417001,Gary David Goldberg,2.78,10898
tt0417148,David R. Ellis,2.47,86196
tt0417217,D.J. Caruso,2.88,14767
tt0417225,Bryan Barber,3.07,2392
tt0417243,Shinya Tsukamoto,3.58,5215
tt0417433,Justin Lin,2.79,5252
tt0417741,David Yates,3.7,1299745
tt0418279,Michael Bay,3.21,533239
tt0418689,Clint Eastwood,3.43,39971
tt0418753,"Fenton Bailey,Randy Barbato",3.31,3466
tt0418763,Sam Mendes,3.61,173895
tt0418773,Phil Morrison,3.53,12456
tt0418819,George A. Romero,2.92,47226
tt0419294,Tommy Lee Jones,3.72,12042
tt0419434,Paul Rachman,3.56,3025
